servicio,reserva
160005,306405
96355,258104
61210,190222
175941,174246
195341,130179
44171,319883
19316,356372
173730,259310
179887,174796
63300,164270
77375,327951
19772,117387
193903,49438
141914,302427
183284,58502
75109,330546
46220,49082
135126,342526
104439,207486
148722,5007
52883,79375
177163,286874
167036,211858
141705,41613
198828,87288
11809,120317
53670,183509
172148,158813
161670,22085
91637,94008
13631,333044
48864,125394
138026,171543
198779,138087
14074,130733
173019,117512
40435,274987
79740,137307
52071,369460
46132,143604
151817,101091
160188,14888
158777,292647
147528,149937
172065,330398
110427,341171
106612,348237
168069,261109
190991,296064
14528,97070
196398,105584
74342,234669
25959,71061
106500,291055
40754,11767
198315,131498
64157,138985
182770,372038
72342,157177
178750,308039
183037,308078
52495,120955
31889,150984
32631,24249
157977,191828
89383,177737
47443,237394
42172,181331
82501,355424
127408,54541
157845,99143
56979,358972
35168,242450
84537,15698
192459,132004
137400,134736
71328,271410
101218,323668
136448,302684
98722,346259
38029,344220
73927,218475
70474,173228
1450,21604
99808,138371
106631,367968
175844,76287
144338,284047
36652,165235
80218,71163
35212,224778
193330,362972
64274,332570
117647,51845
57376,85164
91673,98994
18552,62417
160848,64758
34226,330650
83543,223560
165621,115776
177584,98771
48741,138544
60517,119330
51796,357244
73395,305860
97938,392583
12450,277071
86777,47338
171361,320477
20046,144402
40482,196746
195159,285640
137687,381200
8711,155180
134885,250543
187514,55698
191260,911
33077,86625
65580,290656
20770,282952
79871,291843
191870,236179
84666,181489
150228,14
189449,266055
175960,373457
104913,342911
140619,79706
159572,312426
147497,155102
70499,215924
35026,389802
147615,64851
147652,121149
97756,349953
131877,18806
148808,257750
113018,269333
151679,261153
21901,243577
91878,125226
155332,71486
120210,133457
75339,398839
70970,125372
132738,397198
111023,131307
183762,131298
116252,295343
22103,216829
53320,5327
198147,7384
71428,77984
123383,78269
35715,93290
153633,331382
53117,317976
74046,274300
84876,131661
150018,290917
1843,257718
181518,223919
94382,183602
131430,67943
68608,223195
81139,284109
115716,245661
155032,278360
133139,275387
144348,37357
113205,95641
191624,253670
43572,189539
176843,169775
167030,11215
20205,146475
18716,44856
159704,385243
181860,365172
45036,21902
80906,36305
66209,187409
20144,153745
119363,191777
138091,102249
64365,148656
144529,56488
16232,313562
68223,25043
25355,203516
106985,384894
194408,398057
3458,347726
143200,371021
137223,99652
193660,233696
73838,398590
92587,340234
103968,204148
180915,211751
101940,136419
145630,364494
146673,34652
151278,301536
106925,144511
128472,141173
41516,322386
45616,349144
196408,8896
34197,183831
20714,29031
166927,368599
10787,360634
50504,397040
101978,203564
148234,318980
24412,35267
18685,69847
176730,366161
56145,33872
153336,300943
138396,252641
148294,150021
76253,222134
26608,146478
65551,188712
194501,330412
78391,81847
97916,55245
50279,147903
192802,272354
82240,346885
114501,94943
82109,269790
171086,304917
161021,376860
180407,233059
50684,120522
60203,72073
88731,270811
62967,186239
198164,349145
44634,244709
65935,206977
16066,366839
98827,40973
59310,378948
63457,280975
85996,355383
106542,367014
181895,399498
124015,374217
99481,24849
90870,98000
18925,140306
83481,322548
64460,32545
10880,367731
64940,280059
47376,115658
48090,67142
71736,110809
18490,189991
113772,24968
61665,203538
18370,136038
22733,864
70949,223201
62661,25396
150207,92219
137240,12271
166341,182321
2094,312997
177262,275822
58224,303321
184134,129389
9014,37115
161444,90340
106610,215479
183038,135133
97060,5627
187506,14541
87606,43551
158362,28240
81874,125302
132645,3779
45875,247182
195384,146814
72444,3608
118414,105818
146889,234499
139824,146934
108020,222076
167700,231454
167108,329217
143094,31164
130573,292572
79051,233776
168542,6664
137534,295795
191282,191982
181763,331532
20239,13238
190298,186408
123057,230778
91577,108862
41208,350879
126252,222077
44423,77088
56198,108718
14058,63474
132399,394351
85122,306610
69431,301023
164768,51128
185069,194889
1821,292003
65462,116236
152582,57688
50253,7308
121588,175787
24580,190787
68845,372359
95269,345444
89640,341924
112878,52432
151820,53211
154518,78569
68521,163145
38506,158261
198306,255846
118883,297430
168745,340834
178192,55330
9370,375829
167840,75031
183207,125537
105108,89417
159121,314623
143189,369816
69708,265240
126162,82727
134660,43863
74535,144623
190832,254119
19369,57516
23009,365268
147888,257953
149820,224522
71176,11528
165851,311718
93654,294121
73269,2422
138739,331553
143178,297060
186436,246549
122119,370201
15072,104962
16506,249124
186828,296752
98325,47705
26811,272520
191524,119743
62312,206395
159933,172790
170801,242414
193760,290688
9427,248312
94520,307172
99475,73803
56642,46486
161614,365007
145542,187749
185315,145940
166414,243023
45480,256132
108053,363186
173020,237083
84586,170855
84851,369275
17475,306271
103240,173819
8078,5216
146005,214371
101052,9888
36813,285195
75257,209211
136983,162263
142745,47923
169036,240915
123406,252849
145457,325241
101594,133362
29516,162249
178850,361372
95941,46078
6522,60730
71342,265749
79709,290015
56438,152931
169866,245622
56768,308528
93524,21172
83275,4343
96226,187475
68624,359098
80828,107555
81912,327480
136625,153725
43201,203215
7980,313801
158237,370095
178091,237092
103985,358971
153178,360127
44182,54578
36914,44258
128430,356145
19080,93994
80218,2039
125976,93751
88678,329191
134991,297413
8727,106198
116208,362843
195096,84195
27447,230846
2768,71348
471,159081
100351,138380
107258,175259
182398,109757
93007,49755
85399,4256
59792,202981
89058,219574
131822,62166
146708,193499
44116,297669
92065,88368
64109,82617
49414,72016
18795,280263
107407,78941
100614,11740
58086,155277
34411,3836
138042,32323
166047,9673
173290,184774
146819,278095
56257,273225
25185,87834
99563,137356
134841,320710
130270,168702
21519,74792
182403,4505
178613,337682
168147,90151
140530,77958
21157,352765
83408,116293
193505,385657
41095,323950
6552,359334
20708,131847
16572,327866
155109,380208
156548,326443
36710,103101
156370,309088
25982,312473
31221,272890
178133,2005
111367,7180
3700,299841
41686,380042
170726,153595
182118,201070
23506,232452
77511,162154
27202,112089
185648,96509
96374,85324
146673,147392
142893,350878
30631,96736
111864,15200
42975,195082
67258,178127
80760,14406
118214,170669
127799,347940
89866,199756
152869,377182
185804,131996
108448,326312
94373,283554
146511,215412
13798,107874
47677,274737
174082,124892
60140,62303
150633,38900
144699,296568
86501,174685
2867,191110
147069,288132
13038,54570
108393,53885
148650,243509
170880,116895
59839,79325
43441,14157
71885,9918
64447,356526
172771,114669
191731,75322
16042,44027
9273,58414
64121,43960
62560,224347
190013,114848
32350,59550
56891,178453
17008,185593
65605,362448
169342,78164
90219,320468
4887,326656
1479,336622
126298,363210
179204,262076
79410,217885
51722,349254
14271,56064
131588,259924
122329,341617
107109,18757
52168,67361
2302,175813
145244,315951
31288,383879
185645,38491
32149,323611
142815,49411
10777,50311
42181,115902
136706,256023
118820,353160
36198,10882
194874,355037
130565,298916
158438,215735
31720,300341
137665,58578
60600,114794
83404,111053
33906,90423
193520,106849
31426,261723
135802,358410
87727,21875
23577,68440
85689,188802
158198,193942
114667,369524
19341,231130
121497,254172
101470,345493
30081,372354
137713,295874
187544,177332
44456,372635
101608,228944
163162,179145
184989,124229
118277,12212
66196,20010
141108,64440
143076,147986
23871,50394
121391,215510
116110,307290
69621,217393
94499,145384
54288,43018
153250,43598
149050,336111
30335,3172
21976,103201
50399,276532
103415,140677
160773,329692
21825,137301
11531,1009
71956,110712
132615,168735
110960,108986
151074,382301
167229,27917
198843,216366
31742,9901
181304,395164
183609,221324
119486,109198
117302,193141
159549,203615
58078,18806
51159,107559
29870,152470
90796,116648
146321,133010
95051,309319
150617,185369
197207,197925
183487,260236
110269,277453
895,384716
161017,335819
73353,274277
21856,361691
102621,263784
187109,202630
16574,352971
66522,209083
157744,396479
33184,141289
154786,72259
165075,19691
99831,77389
51665,379222
30143,342566
159026,242996
171741,341246
8084,289251
69856,103028
188030,51458
56918,138175
36648,110487
172652,320535
192571,7114
27072,52340
94028,323305
123793,85574
129274,95941
189931,368739
186861,55393
37136,399710
174438,200348
168881,18009
62439,267303
187947,19995
162154,328416
196704,262312
181386,47466
144442,358851
143097,215409
14724,46110
45992,147104
92801,308778
97118,164895
60143,226094
94952,212728
72669,195352
186376,371831
196426,22555
75668,266591
81865,117666
124778,286369
114412,122834
154646,398824
27314,237268
43758,193993
195724,173908
126122,104450
168331,251760
37120,239246
26826,100617
78863,399205
124939,65033
34558,328770
193550,43219
19089,347694
58997,298396
77174,10091
95487,164017
127376,332273
182354,319595
95480,73717
44878,371634
96118,270281
197648,178604
117484,235088
145201,96130
36005,298799
11638,239512
100771,27423
70541,42232
195359,374458
350,351673
199479,77471
20213,73031
176225,301724
171760,141998
163054,40870
6244,328888
176001,129561
82374,161764
126606,268051
164125,218867
34750,184977
149909,16724
192061,336154
196187,220903
179543,113067
199490,289764
45189,302718
52769,15285
97700,283902
18630,77034
124677,18135
31864,311625
51865,284786
166163,368950
151194,366800
54235,7090
144668,18097
39507,116059
79708,292994
30052,129335
93956,139377
68187,205205
108614,220063
116445,322905
49227,254203
48296,169923
66727,204040
130623,72423
80154,391319
164287,353453
173098,72179
189244,288204
40839,31640
109313,339147
127145,256258
59262,114163
111539,209299
11131,108401
126175,287999
70766,33627
190062,327668
177255,114646
25777,148145
86595,107395
76639,135477
96857,108421
156203,315171
99198,368544
41610,392358
189531,308116
174619,276043
127880,358679
10772,112526
26459,44889
39234,167328
67770,51296
151193,54772
107604,293949
70518,362911
113846,121248
85005,33165
127687,192280
139571,236069
76558,13030
79557,191576
15475,363471
89679,346523
48531,85365
13518,86136
177411,367530
67459,175443
73377,290633
184722,69330
24258,344224
51395,215392
191481,246526
191314,253021
99724,12951
193176,372637
134450,385502
33180,180594
52725,101220
141218,214112
190592,167508
8538,207861
112712,256874
155282,351966
97945,360782
112911,311020
65457,350076
197121,61543
160138,361479
111956,305459
61215,99735
23849,295372
142256,254592
16880,330916
25284,93170
47353,153217
98785,141291
23215,16886
155391,264800
72403,203767
49047,327759
1588,359015
74913,37990
64435,265522
41566,27499
49671,312645
195375,35392
108749,365808
139819,154794
44703,327316
115565,127978
81955,261340
163549,393722
100483,272374
44863,228852
175646,163373
132433,328735
21982,178142
21449,146968
16541,335693
9413,356807
43224,190080
36375,261796
89812,280402
85440,107009
83008,388856
67041,195611
37378,139
188420,397793
85271,108128
56874,161970
192376,250350
12625,143330
37706,295349
49766,155710
10364,178730
96725,194211
87068,287877
13815,340534
29671,265686
138851,145276
39638,266851
24302,210511
9615,125235
70221,78720
107001,27945
42481,95618
156219,226978
135473,212696
115648,171679
36267,203142
43807,267669
70580,360284
34488,60345
50518,350677
23463,227155
17224,194395
84915,6989
79921,274067
120050,288709
43697,32113
29755,237548
13010,168980
57607,308180
23850,330519
6375,66578
177588,320610
82398,331748
21739,86137
181968,219129
83719,187023
463,109378
182914,36223
98359,23397
146185,274063
34534,224566
175168,103830
8245,274222
45661,99925
109397,398509
103992,217828
199940,30221
195915,388153
198916,360710
1554,141145
56034,389005
143877,25531
52789,372569
81248,11294
95856,88442
62696,214822
186267,67411
147056,107748
198325,289367
47939,147602
105478,347812
112359,160988
166264,23861
121348,311739
22916,163921
80927,272599
183161,365728
118647,395319
161899,283974
159755,146728
94325,285391
184204,375063
34235,117604
151233,111038
34464,159823
73878,152777
16724,182612
151326,243078
145785,26833
27904,15670
86819,182299
70579,329992
179161,196978
76557,339866
87862,26617
12277,295645
144726,16188
25631,378787
51706,156245
39528,69587
89065,123279
31595,362886
87414,196722
189445,188079
19387,173998
161687,204193
162905,165794
110819,340455
176353,310444
120638,281157
196226,399577
129115,215699
33924,35264
144840,205034
151,251413
23977,58246
58791,354356
152272,163782
161945,139541
199837,174580
72522,227668
105126,201271
127141,123297
69991,391395
77392,266735
73070,311038
193804,327521
2393,379610
20001,220937
14171,61939
140163,120995
54358,145537
130865,145509
38971,138224
131412,336473
113752,288902
143382,16364
70730,285451
148932,45397
102885,254614
168498,103089
67268,354845
41037,4634
198370,91645
20009,31294
188525,82670
24737,113051
91338,195408
192210,162705
180570,394103
187371,30111
190219,49612
155877,233968
72997,178783
123873,173397
174657,325526
43309,294902
70945,333296
178244,4856
8304,360334
127155,106598
178611,368246
188969,376139
96914,51298
139740,289442
20639,116740
46752,92249
118684,287574
166882,162583
50891,102531
173040,182493
13539,36986
98101,252280
159077,133404
178159,64950
160609,87839
8026,246752
156721,377236
174922,330231
83921,63996
161330,303530
7187,148391
169040,167562
142157,199021
144968,277139
157259,239853
119537,205947
22714,242204
60393,69867
180078,283080
21566,181583
193650,365612
131496,252168
48454,149820
18922,81877
58790,333598
198138,96270
44639,168860
6529,70546
159465,372928
87625,368971
60921,333114
125645,390027
83702,220766
158195,112368
47894,157541
15444,223915
48945,109542
50398,218171
82023,322652
13717,111571
11166,376255
117821,240016
196283,159072
11389,321857
196931,184295
189654,195011
47920,282408
11069,174230
188073,372454
147209,216353
46373,154229
52185,30462
190627,159757
36077,283319
20151,107705
12030,94970
96295,318798
144103,134493
113082,182281
80563,118661
131421,33947
84649,223820
31172,1912
56128,130913
78665,125616
135647,131851
7860,181893
184546,107807
184421,291803
102834,105418
15210,102248
126287,258125
171115,130161
112970,117279
141243,371695
195291,317344
196779,279084
61286,264283
46289,358011
53098,308392
163578,341798
153898,93925
36870,144727
34464,226795
8862,309107
195304,246543
24111,318452
81676,263199
53724,179924
51362,256482
141144,177713
87807,32154
76665,275335
100166,20717
190261,73645
55743,340779
21189,72415
146931,169863
58852,15095
12202,390913
63410,148106
1520,178951
102437,385652
52242,234227
55043,189843
1330,305566
130913,66931
117144,384987
85049,17887
63958,114579
63439,155943
55544,61232
4371,314323
13512,32479
194537,165104
151760,300929
161275,246353
115590,296815
90433,163031
190429,394379
186035,236295
173680,236504
104181,175065
173838,108205
121782,260335
30890,61080
127739,92201
141867,128441
105048,101026
161809,79646
173992,371599
98264,237732
88866,240004
133420,252666
50757,2538
131383,217162
100099,301007
19894,176356
133660,157225
78044,398699
127653,256997
190429,162835
128361,343169
89561,39812
118830,335077
28799,238670
38690,165786
10835,160629
123694,223637
100383,339955
55071,93277
133427,277020
5630,335069
4849,345042
15970,96519
3900,270876
73703,230857
106011,38731
73100,270235
69938,184455
157877,191630
124047,63898
7726,350643
63110,259931
157224,177787
114447,248271
97691,77700
103372,163393
43089,48005
86066,29400
115224,158143
99832,202890
35326,180724
88022,303094
81252,127419
153450,319701
2157,24693
169866,342641
95751,330448
113580,63213
113178,155021
149655,125823
30766,248838
117117,372792
153309,238953
11561,110276
74545,86160
87560,142977
16483,151497
82645,324907
119827,112057
192364,251478
60981,339602
3943,239006
183054,118210
80565,201038
39953,72382
113959,378749
102635,239813
40260,124891
25400,263013
173648,42560
131261,69394
68816,284758
62865,357894
88170,332940
29308,133927
1918,152731
114878,195538
155327,304138
131657,361286
67743,54732
156005,138154
80321,276074
141454,320668
54662,279248
187031,157497
76048,365597
88205,364089
131860,336394
146342,318980
156675,375213
63717,286781
99159,19967
40597,6842
156015,351480
52056,338348
117875,52229
78724,284517
36994,279922
102194,333901
130498,266084
92934,190026
148679,379485
148285,116860
46245,277482
169582,126405
152415,309279
2983,163406
179919,289870
108524,292538
137122,306307
159062,10275
157354,369985
125945,326432
66873,99668
148049,92037
116449,42198
46518,381401
177514,317903
173093,9108
147038,236948
29828,43361
165551,312230
33447,360555
181842,6386
45617,265694
165829,9854
55472,205515
32207,88334
184574,316375
86640,10391
2317,358859
195820,144627
164150,73116
171442,56588
171441,62698
150579,359411
43012,102094
171970,39928
37872,302544
58659,86470
101757,160841
84304,361950
60912,304886
76547,222021
90128,11333
80024,355159
132589,323713
44663,275374
37497,228123
54556,109120
61909,265070
143388,358010
129061,11044
84661,367016
14907,52535
151077,86928
161966,395422
197565,291970
10201,29626
8644,135376
28707,347104
155814,389763
96917,248661
99173,241715
109207,319574
87704,191271
140631,390967
107838,31856
24487,237949
25564,247662
66010,170002
83031,37969
77219,275237
113506,78694
82851,329581
15568,212733
5086,65523
116315,367051
68080,168112
125200,186463
91199,334712
133152,384915
46887,85336
124742,267559
83915,394024
97384,256865
95205,117665
122567,362749
33232,253059
84834,117637
34576,275134
72843,375617
26320,2118
61108,383113
9291,158385
91676,145069
109941,45431
68499,277419
131032,69939
104873,8512
189282,331528
56555,190928
179133,48416
134689,83121
25061,292615
91738,233521
13331,339553
131274,345118
92809,382972
136620,373083
175659,373611
11750,98742
79406,2408
60016,331562
133988,200852
179597,105558
79102,371904
12666,191565
123387,341241
132656,46659
39274,359456
52591,155078
79028,102936
26235,387082
132536,152982
173969,194547
185497,248907
121547,252355
103209,346049
143982,75900
60459,125055
193342,272789
135389,348638
115885,63163
181236,60039
99930,347078
173893,378507
100836,49895
5772,274854
194175,243783
111602,42979
199388,198520
152009,283308
134940,112657
188399,387780
133579,312100
185151,344955
14520,125909
108282,394465
125241,182621
188427,39397
14708,130783
130073,220960
146168,193853
129836,332358
103520,229090
97161,367888
101905,49163
98653,16938
124786,286350
196770,181298
191577,14491
19738,159415
95022,227619
141344,45493
11279,138698
147419,349632
116143,152735
163320,295733
107802,229140
50833,207599
168081,171375
64681,368533
36138,183897
93977,23711
83405,158129
143860,302777
196101,90795
125896,28537
183590,334595
123672,63348
64818,138265
10944,152401
132259,77651
100421,158958
116263,294517
96653,61382
100576,291346
67936,279106
163184,129037
96854,265227
198363,257014
86018,210643
28948,94371
144354,339192
45244,97000
60087,346660
120021,210854
65083,376329
47435,184653
123834,97014
120137,114701
182176,248741
32836,255658
30543,12464
63356,14752
126991,358102
58513,282224
121717,140242
113281,248487
40703,39755
19600,9949
111231,184541
46446,253677
142175,399609
117496,199226
6940,80424
123405,292344
117835,100208
156707,238947
191060,334126
25877,367066
137321,99226
175095,262838
79537,179641
199673,382596
182204,89198
158098,379788
172230,154921
121478,397065
175380,63364
162784,366685
160418,228618
86798,314966
174480,218177
186069,33564
160858,138508
111990,307036
127544,124827
184427,71733
174887,85004
119181,187129
170438,9091
4691,247339
3765,292279
60373,395487
73371,38842
14836,46389
131879,79604
176358,8498
174275,259874
28725,190401
111411,249885
125252,276869
135261,43748
157317,323631
101886,241432
90250,63953
185876,229968
53876,9232
52186,209126
42329,12436
183146,154637
157361,1697
139268,149864
58103,320614
55656,199077
160044,103176
98508,255803
121077,376193
30680,87249
189679,193951
130370,26297
13861,83190
78427,278952
79910,121681
172375,259861
180903,255574
126880,205115
37403,135913
8192,8889
20169,183371
196599,73270
121766,347307
87180,73311
50938,335324
64115,350628
105425,297317
3218,71431
185916,323567
53560,90905
44630,78605
195363,390509
97019,84192
174940,191663
90189,200356
169501,164217
160653,322599
34569,169712
134791,241491
129860,88690
147538,169215
189977,395792
42727,74447
52937,22365
118921,354027
151859,399961
179410,201529
188910,260703
136609,112709
99318,2788
56711,41533
132503,375962
16084,44206
14153,169702
177056,43650
169282,94331
83049,285006
134620,55948
186637,45704
4951,150484
53331,53512
148344,263647
11357,144386
170348,37532
158729,244278
137482,190584
49413,95380
40569,288605
138916,210101
191608,74109
93903,128605
149343,67073
132409,194913
55499,188121
5549,385277
116198,368839
80787,215005
151186,336195
25615,357539
166216,173757
96162,373216
104556,140397
161655,251989
135358,21907
72631,355056
165374,274735
94525,336593
52228,16332
171294,348139
50665,151901
185891,314260
67973,294077
98100,332083
130243,115768
157140,146112
3365,328549
190598,328248
5610,376873
101194,140665
25643,36190
183985,289801
141297,204762
74002,379673
49486,315469
13211,114735
121857,222320
161184,121379
39782,119657
115540,361273
109568,160040
61444,83318
48146,283032
18276,149225
83850,207972
162827,314442
58846,340847
136938,366826
165519,180463
196490,360949
22146,77684
37944,60882
78239,263614
97220,117252
5644,83906
44719,240273
45613,210893
172154,162644
137296,362812
51396,288100
172219,149449
10112,244239
142214,147667
99742,67189
179720,219189
38175,24656
32947,299334
89595,85335
88834,14123
108859,204642
100623,213442
136531,195094
95285,240765
142254,377687
64161,61093
49113,368701
171876,109875
56166,27174
123612,329336
151926,216906
58354,215296
51161,118063
158730,351994
73045,331226
76369,272437
155894,113806
146517,5885
199840,110687
11860,312642
10349,74158
175403,19281
142302,166677
102512,100002
8678,273760
145158,180680
117420,58779
81333,49746
37956,180650
152549,317050
77374,39765
130765,235335
195013,281768
190308,236911
124197,292238
61703,281267
82361,262798
31097,50408
173955,214383
169742,373886
105597,323157
156972,186663
51425,109012
71214,208164
11549,311756
149534,330735
24380,168880
189652,268778
3441,201632
86541,158983
20126,221184
181724,318549
138237,41233
20461,361548
4083,251931
11209,398812
182713,241875
147018,53383
79797,204738
168381,381065
181221,312531
181822,192878
64300,221703
14027,343321
110839,2983
58978,134866
156202,122056
112356,134184
89630,273897
196059,220890
147830,374864
168220,335308
170433,53079
20820,174104
162473,120900
3384,353904
107482,132049
63200,231217
145541,300730
132584,32458
49358,24755
130890,49440
27983,40324
79127,108695
111604,20325
48110,141784
138477,94860
146129,123688
121150,295627
198976,289521
21332,294092
141247,342823
100205,4782
63202,309472
81957,367452
192781,131518
93525,314670
128596,263669
175629,131518
153448,166525
189563,175435
100963,257180
41688,216458
35254,62982
113101,273592
38434,118891
199512,108898
5311,164785
61313,274174
47719,182450
121540,352854
109656,178737
90069,368316
180219,376657
44091,196636
106091,140496
111672,254677
26663,102280
93441,355524
113197,133617
145799,114317
134932,311217
21661,363635
182657,114161
3050,228979
135696,119691
116007,88172
115686,307382
27981,287477
158386,306048
125383,352873
2129,265169
107227,237390
162295,320067
167758,201233
117199,104318
93506,47331
132359,266754
93942,126146
172312,395157
83181,70560
98781,205449
161045,44938
175028,380688
42404,368212
149163,395532
186021,186553
53381,250139
152428,89120
181398,7331
74916,211774
113425,396350
153187,83754
49310,41514
51805,15103
59079,100670
90686,131099
198693,40304
185095,42387
71373,338056
5080,94058
172424,105049
5266,138635
175606,189668
93828,145177
63126,168325
31477,310846
106847,94616
120698,126623
93612,231430
40165,26008
49448,116243
148590,27912
23803,381759
195891,195105
148151,158451
188331,2247
55523,174243
122150,215763
3368,387901
175485,36172
118316,165073
53517,272495
63272,144634
33386,179014
178906,36113
52133,320218
172668,132699
142009,220497
75650,309844
64112,262705
36706,27505
179303,270459
72415,13660
88584,159986
113379,307785
123346,127928
166315,349075
124277,122055
21950,394420
27531,172222
138979,399550
116598,72414
122598,83035
138979,35142
183782,146100
44469,95892
199057,34647
62565,205991
140264,203152
78321,312734
1226,260151
176041,65008
60062,356312
156347,83667
158735,278320
137206,213592
180155,89667
154125,310824
187670,188869
170275,381823
100580,165966
126098,146030
59469,236785
44265,196019
173203,211528
159709,282172
141308,374278
36948,106578
91117,211263
77576,127353
8709,187042
77824,114501
35317,231792
86572,346214
48494,97093
98246,2180
139163,325755
16974,41756
40608,311458
61212,7907
29393,107619
152840,45968
121504,228465
433,26902
47203,69780
128836,285632
104453,255610
156101,153165
30381,399115
54253,23787
68069,335540
97274,294601
45458,57139
10438,280215
22048,267810
72223,384394
34875,319892
77250,66042
118865,313286
180240,8132
121964,31303
96850,45278
68397,181103
80456,146589
162850,118850
178974,215824
167796,325324
170147,150418
2228,239108
109515,250601
101022,375762
18510,318999
192618,203979
145857,292217
70379,79279
152504,76859
154552,38777
64070,111286
180192,106028
160,341227
161382,96160
20096,143449
168724,63784
102093,333731
63937,157155
19622,246663
27867,124455
160380,28317
13860,266820
73739,287922
184266,189102
189788,126279
47811,180599
74373,386076
58961,109614
3541,342229
36885,237158
160465,276252
50058,29785
6555,229307
29428,252890
188589,215226
153294,13829
191544,88841
3768,297407
16474,211740
65274,210895
9376,272209
35447,59876
125251,95563
156986,129294
158006,275724
142176,345675
49178,14101
98922,117629
121665,336910
145395,5161
122738,26377
63035,248239
962,219988
28302,325268
185528,124673
188716,393582
119760,1637
30158,133646
108232,190901
44183,250004
52383,204779
112199,365808
199633,391692
105321,191778
85188,315739
102671,133476
180151,128770
61449,216268
37918,30322
51712,24293
66579,47601
145212,305437
140929,263105
9588,42367
92309,398818
162400,286272
137345,131611
193546,140548
4109,358214
118285,113325
2857,205882
125913,193106
132436,251970
159240,69041
168057,30177
22473,231645
19428,306062
29489,121943
43102,73266
135453,139363
73735,167767
198655,276510
48236,190978
92308,334444
64409,82338
166341,92958
3579,367516
25650,40245
124839,15075
53264,119525
5175,12106
166338,364363
61796,134736
119076,44745
124220,20890
39864,232362
156534,229773
195366,75756
33103,11764
73842,101992
56200,79821
185970,17281
174750,47075
167003,269887
141971,305232
53230,129121
109243,103198
69573,48979
11485,334944
159252,285075
160625,214190
86246,289426
153899,261791
22195,385604
107462,240672
161105,278320
160457,37587
81276,52350
75164,20424
28436,313713
87594,69101
151653,245634
187681,353318
4626,397646
31592,385797
30993,172182
182370,205800
71061,45401
52750,206617
112343,257061
77352,237099
59947,329405
140839,211885
190458,257964
22705,234930
66317,242423
32031,111625
71375,365292
68828,242017
58054,96374
40367,276336
171820,333470
178681,255319
173490,44342
189784,343184
115350,283934
22522,376676
127841,128910
99068,4008
59942,18037
102223,353154
74608,167187
151006,319158
84714,331178
114949,171420
197397,181067
31554,77091
81081,123773
147572,394735
184462,174573
160352,46354
187906,265744
197221,137713
111778,399682
105160,54260
148944,37135
29030,4656
60763,11133
65814,123578
143095,85069
71769,391485
59106,111361
113679,357641
43317,9005
21911,31112
66134,311013
175308,380188
3394,211835
131600,355512
34195,342072
163372,35103
158001,88838
83105,264794
96001,281683
184268,28280
185653,78412
101332,383679
154173,355410
138422,258033
158641,97711
143086,202755
141962,249346
53078,236542
190530,1760
72696,337761
7626,47486
2684,287487
192918,171290
49516,185264
54283,64938
72811,217297
1230,76840
133993,72526
28426,333403
187006,302182
45250,211429
99381,369346
99042,7773
52973,340101
145315,37909
107685,173545
130163,325056
101927,232827
97756,47646
152167,342623
66255,39790
180821,116565
47514,93965
155117,199947
17812,98567
50628,9371
177602,398282
57029,224952
11289,11525
143771,222110
49524,368584
111419,284837
148366,326736
10639,193972
22897,390691
101154,114309
59947,88037
188959,33405
183855,11170
102373,154304
122232,13187
122105,65000
35138,163874
59369,163273
9374,90799
118775,149387
108883,843
92238,159131
102238,82220
125438,122657
164852,340775
117163,172170
113756,7117
114775,177695
164902,125756
145811,313
128461,159267
50349,182718
178344,359883
192976,129937
99262,282837
55615,259124
89712,386483
79206,257044
167531,251693
181008,265806
113088,276308
188365,144293
105563,359396
147900,309778
109343,336817
193832,319586
81700,239205
139314,87611
2298,312846
30838,20982
169467,205566
36561,136452
50645,207140
136496,338703
196153,334689
96686,292484
181840,245707
107555,84285
13708,72879
91335,287769
127545,175344
78952,367733
155254,237618
44681,39753
52065,239578
125664,53787
27800,162650
1759,96825
36910,279244
123112,100130
86527,369119
121869,155371
179674,106187
166813,270247
177631,277845
15353,42839
77030,223478
167980,173684
82293,15387
154255,383789
48808,154029
180269,45733
172932,137658
83913,151158
70501,2198
176072,321787
23808,363799
28142,399155
125275,68225
20614,269536
150945,176218
162345,352003
72095,372987
129873,239671
121144,176081
86260,353215
185761,101380
78868,305701
73198,324094
101252,171677
75445,74502
80850,308035
100353,70780
147512,301056
127528,305384
102076,169627
175578,104642
9745,190261
192581,73772
64133,4344
98465,200570
158902,325743
79841,116134
145830,257259
92770,97018
102782,60523
27789,310663
147923,111216
133179,63007
191387,334600
158780,118921
60948,75301
86786,14801
81865,292609
130673,50709
34555,260223
194609,131689
55115,150370
158314,254657
116974,43866
89936,353137
138576,190191
67943,244337
183487,307962
152645,332773
92709,198836
176988,191814
176877,118309
141686,120509
10066,235781
172760,37056
192891,304139
77624,137522
186933,185705
62557,343388
195323,298707
140058,222065
9707,73464
60819,18152
155220,226079
76780,82384
65690,91157
26273,185663
117776,349919
52357,262410
123262,175101
126502,367147
544,183735
117767,311462
22608,24469
54664,318705
106176,278720
39905,2954
129863,124324
82746,191398
138581,172576
118544,385437
134975,245629
63742,197755
192290,197627
39548,82626
25227,302969
175982,253440
60283,28692
176202,114992
109977,142266
32034,147521
118704,297475
122492,268897
193293,305718
188927,119776
53247,259352
138235,251991
142497,373124
100530,304783
177847,40679
104222,66128
106149,161945
74545,11836
135504,70284
107789,96794
19571,340671
